AccidentID,Collision_Date,Year,Month,Weekday,Hour,Collision Type,How Collision Occurred,Injury Severity,Division,Ward,Intersection,OperatorDistracted,OperatorImpaired
2203290098,2022-03-29,2022,Mar,Tuesday,1100,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,South,5,Ajo Wy / Kino Ajo Connection Ramp / I10 Wb Exit 263 Off Ramp / I10 Wb Exit 263 On Ramp,0,0
2203290048,2022-03-29,2022,Mar,Tuesday,0700,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,West,5,15th St / Kino Pw / Winsett St,0,0
2203290170,2022-03-29,2022,Mar,Tuesday,1500,Vehicle / Vehicle,Angle (Front To Side),Possible Injury,Midtown,6,Alvernon Wy / Broadway Bl,1,0
2203290171,2022-03-29,2022,Mar,Tuesday,1500,Vehicle / Vehicle,Angle (Front To Side),Non-Incapacitating Injury,Midtown,2,Grant Rd / Swan Rd,0,0
2203290240,2022-03-29,2022,Mar,Tuesday,2300,Single Vehicle,Single Vehicle,Possible Injury,Midtown,5,22nd St / Country Club Rd,1,0
2203290219,2022-03-29,2022,Mar,Tuesday,2000,Single Vehicle,Single Vehicle,No Injury,South,1,Calle Santa Cruz / Irvington Rd,1,0
2203290158,2022-03-29,2022,Mar,Tuesday,1400,Vehicle / Vehicle,Left Turn,Possible Injury,West,3,Oracle Rd / Miracle Mile,0,0
2203290234,2022-03-29,2022,Mar,Tuesday,2100,Single Vehicle,Single Vehicle,Unknown Injury,Midtown,2,Camp Lowell Dr / Swan Rd,1,0
2203300038,2022-03-30,2022,Mar,Wednesday,0700,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,South,1,Pacheco Av / Valencia Rd,1,0
2203300150,2022-03-30,2022,Mar,Wednesday,1500,Vehicle / Vehicle,Angle (Front To Side),No Injury,Midtown,6,Flower St / Alvernon Wy,0,0
2203300097,2022-03-30,2022,Mar,Wednesday,1100,Vehicle / Vehicle,Angle (Front To Side),No Injury,Other Jurisdiction,Other Jurisdiction,Roger Rd E,0,0
2203300029,2022-03-30,2022,Mar,Wednesday,0700,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,Midtown,4,Craycroft Rd / Golf Links Rd,0,0
2203300076,2022-03-30,2022,Mar,Wednesday,1000,Vehicle / Motorcycle,Left Turn,Incapacitating Injury,Midtown,5,Country Club Rd / Aviation Pw,1,0
2203300103,2022-03-30,2022,Mar,Wednesday,1200,Vehicle / Vehicle,Left Turn,No Injury,Midtown,6,Craycroft Rd / Pima St,1,0
2203300105,2022-03-30,2022,Mar,Wednesday,1100,Single Motorcycle,Single Vehicle,Non-Incapacitating Injury,Midtown,3,Fort Lowell Rd / Campbell Av,1,0
2203300136,2022-03-30,2022,Mar,Wednesday,1500,Vehicle / Vehicle,Angle (Front To Side),No Injury,South,5,Campbell Av / Bilby Rd,0,0
2203300096,2022-03-30,2022,Mar,Wednesday,1200,Vehicle / Vehicle,Angle (Front To Side),Possible Injury,South,5,Drexel Rd / Park Av,1,0
2203300198,2022-03-30,2022,Mar,Wednesday,2100,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,South,1,Nogales Hy / Valencia Rd,0,0
2203300120,2022-03-30,2022,Mar,Wednesday,1400,Vehicle / Vehicle,Angle (Front To Side),No Injury,Midtown,6,Pima St / Alvernon Wy,0,0
2203300116,2022-03-30,2022,Mar,Wednesday,1300,Vehicle / Vehicle,"Sideswipe, Same Direction",Unknown Injury,Midtown,6,Rosemont Bl / 5th St,0,0
2203300045,2022-03-30,2022,Mar,Wednesday,0600,Vehicle / Vehicle,"Sideswipe, Same Direction",No Injury,East,2,Prudence Rd / Broadway Bl,1,0
2203300078,2022-03-30,2022,Mar,Wednesday,0900,Vehicle / Vehicle,Left Turn,No Injury,West,1,Speedway Bl,0,0
2203300086,2022-03-30,2022,Mar,Wednesday,1100,Vehicle / Vehicle,"Sideswipe, Same Direction",No Injury,West,3,Flowing Wells Rd / Grant Rd,0,0
2203300157,2022-03-30,2022,Mar,Wednesday,1600,Vehicle / Pedestrian,Unknown,Fatal Injury,East,2,Speedway Bl / Finance Center Dr,1,0
2203300181,2022-03-30,2022,Mar,Wednesday,1900,Single Vehicle,Single Vehicle,No Injury,East,4,Golf Links Rd / Oakenshield Wy / Camino Seco,1,0
2203300050,2022-03-30,2022,Mar,Wednesday,0900,Vehicle / Vehicle,Rear-End (Front To Back),Possible Injury,South,1,Ajo Wy / Kostka Av,0,0
2203300082,2022-03-30,2022,Mar,Wednesday,1100,Vehicle / Vehicle,"Sideswipe, Opposite Direction",No Injury,East,6,Eastland St E,0,0
2203300139,2022-03-30,2022,Mar,Wednesday,1500,Vehicle / Bicycle,Unknown,Fatal Injury,South,5,Ajo Wy,1,0
2203300161,2022-03-30,2022,Mar,Wednesday,1700,Vehicle / Vehicle,Left Turn,No Injury,Midtown,6,Campbell Av / 6th St,0,1
2203310171,2022-03-31,2022,Mar,Thursday,1700,Vehicle / Vehicle,Left Turn,No Injury,East,2,Pantano Rd / 22nd St,0,0
2203310198,2022-03-31,2022,Mar,Thursday,1900,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,East,4,Pantano Rd / Lurlene Dr,1,1
2203310204,2022-03-31,2022,Mar,Thursday,2000,Single Vehicle,Single Vehicle,No Injury,Midtown,4,Craycroft Rd / Golf Links Rd,1,0
2203310077,2022-03-31,2022,Mar,Thursday,0900,Vehicle / Vehicle,Left Turn,No Injury,Midtown,6,Broadway Bl / Swan Rd,0,0
2203310120,2022-03-31,2022,Mar,Thursday,1200,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,West,3,Grant Rd / 1st Av,1,0
2203310158,2022-03-31,2022,Mar,Thursday,1500,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,East,6,Lester St / Craycroft Rd,1,0
2203310061,2022-03-31,2022,Mar,Thursday,0800,Vehicle / Vehicle,Angle (Front To Side),No Injury,Midtown,6,Swan Rd / Speedway Bl,0,0
2203310152,2022-03-31,2022,Mar,Thursday,1600,Vehicle / Vehicle,Angle (Front To Side),Unknown Injury,Midtown,5,22nd St / Palo Verde Av,1,0
2203310162,2022-03-31,2022,Mar,Thursday,1600,Vehicle / Vehicle,Rear-End (Front To Back),Non-Incapacitating Injury,East,4,Valencia Rd / Old Vail Rd,0,0
2203310165,2022-03-31,2022,Mar,Thursday,1700,Vehicle / Vehicle,Angle (Front To Side),No Injury,South,5,Drexel Rd / 1st Av,0,0
2203310169,2022-03-31,2022,Mar,Thursday,1600,Vehicle / Vehicle,Angle (Front To Side),Non-Incapacitating Injury,Midtown,6,6th St / Plumer Av,0,0
2203310211,2022-03-31,2022,Mar,Thursday,2100,Vehicle / Vehicle,Rear-End (Front To Back),Unknown Injury,South,5,Nogales Hy / Irvington Rd / 6th Av,1,0
2203310193,2022-03-31,2022,Mar,Thursday,1900,Vehicle / Vehicle,Left Turn,No Injury,Midtown,6,5th St / Craycroft Rd,1,0
2203310024,2022-03-31,2022,Mar,Thursday,0300,Single Vehicle,Single Vehicle,Non-Incapacitating Injury,Midtown,5,E Silverlake Rd,1,0
2203310199,2022-03-31,2022,Mar,Thursday,1900,Vehicle / Vehicle,Left Turn,No Injury,South,5,Drexel Rd / Stewart Bl,0,0
2203310190,2022-03-31,2022,Mar,Thursday,1800,Vehicle / Vehicle,Left Turn,No Injury,West,3,River Rd / 1st Av,0,0
2204010201,2022-04-01,2022,Apr,Friday,2100,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,South,1,Ajo Wy / Mission Rd,1,1
2204010046,2022-04-01,2022,Apr,Friday,0800,Vehicle / Vehicle,Angle (Front To Side),No Injury,West,3,Flowing Wells Rd / Thurber Pl,0,0
2204010101,2022-04-01,2022,Apr,Friday,1300,Vehicle / Vehicle,Left Turn,No Injury,East,2,Grant Rd / Tanque Verde Rd / Kolb Rd,0,0
2204010148,2022-04-01,2022,Apr,Friday,1600,Vehicle / Vehicle,Left Turn,No Injury,East,2,22nd St / Wilmot Rd,0,0
2204010159,2022-04-01,2022,Apr,Friday,1700,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,Midtown,6,3rd St / Alvernon Wy,1,0
2204010185,2022-04-01,2022,Apr,Friday,1900,Vehicle / Vehicle,Left Turn,Possible Injury,South,1,Calle Santa Cruz / Irvington Rd,0,0
2204010199,2022-04-01,2022,Apr,Friday,2100,Single Vehicle,Single Vehicle,Incapacitating Injury,East,2,Pantano Rd / 22nd St,1,1
2204010102,2022-04-01,2022,Apr,Friday,1300,Vehicle / Vehicle,Angle (Front To Side),Unknown Injury,South,1,22nd St / Freeway Rd / Freeway,1,0
2204010149,2022-04-01,2022,Apr,Friday,1600,Vehicle / Vehicle,"Sideswipe, Same Direction",No Injury,Midtown,6,Drachman St / Fairmount St / Country Club Rd,1,0
2204010030,2022-04-01,2022,Apr,Friday,0700,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,East,2,Kolb Rd / Broadway Bl,0,0
2204010031,2022-04-01,2022,Apr,Friday,0600,Vehicle / Vehicle,Angle (Front To Side),Possible Injury,South,1,Greasewood Rd / Starr Pass Bl,1,0
2204010163,2022-04-01,2022,Apr,Friday,1800,Vehicle / Pedestrian,Unknown,Incapacitating Injury,West,1,I10 Frontage Rd / Grant Rd,1,1
2204010172,2022-04-01,2022,Apr,Friday,1800,Vehicle / Motorcycle,Left Turn,No Injury,East,4,Drexel Rd E,0,0
2204010113,2022-04-01,2022,Apr,Friday,1300,Vehicle / Vehicle,"Sideswipe, Same Direction",No Injury,Midtown,3,Grant Rd / Country Club Rd,0,0
2204010133,2022-04-01,2022,Apr,Friday,1500,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,Midtown,6,Grant Rd / Palo Verde Bl / Palo Verde Av,1,0
2204010032,2022-04-01,2022,Apr,Friday,0800,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,Other Jurisdiction,-,Ajo Wy / Mission Rd,0,0
2204010146,2022-04-01,2022,Apr,Friday,1600,Vehicle / Vehicle,Angle (Front To Side),Possible Injury,West,-,Wagon Wheels Dr / Horseshoe Trl,0,0
2204020028,2022-04-02,2022,Apr,Saturday,0000,Single Vehicle,Single Vehicle,Unknown Injury,South,5,Irvington Rd / Campbell Av,0,0
2204020117,2022-04-02,2022,Apr,Saturday,1600,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,Midtown,3,Grant Rd / Country Club Rd,1,0
2204020118,2022-04-02,2022,Apr,Saturday,1600,Vehicle / Motorcycle,Left Turn,Incapacitating Injury,South,1,Ajo Wy / Mission Rd,0,0
2204020176,2022-04-02,2022,Apr,Saturday,2200,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,West,3,Grant Rd / 1st Av,0,0
2204020160,2022-04-02,2022,Apr,Saturday,2100,Vehicle / Motorcycle,Angle (Front To Side),No Injury,Midtown,6,Alvernon Wy / Broadway Bl,0,0
2204020084,2022-04-02,2022,Apr,Saturday,1200,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,West,6,Campbell Av / Speedway Bl,0,0
2204020115,2022-04-02,2022,Apr,Saturday,1600,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,West,3,Miracle Mile / Flowing Wells Rd,0,0
2204020150,2022-04-02,2022,Apr,Saturday,2000,Vehicle / Vehicle,Left Turn,No Injury,East,2,22nd St / Wilmot Rd,0,0
2204020170,2022-04-02,2022,Apr,Saturday,2100,Vehicle / Vehicle,Rear-End (Front To Back),Non-Incapacitating Injury,Midtown,6,Pima St E,1,1
2204020179,2022-04-02,2022,Apr,Saturday,2200,Vehicle / Motorcycle,Left Turn,Non-Incapacitating Injury,East,2,Grant Rd / Tanque Verde Rd / Kolb Rd,0,0
2204020127,2022-04-02,2022,Apr,Saturday,1700,Vehicle / Vehicle,Angle (Front To Side),Non-Incapacitating Injury,East,2,Jessica Av / Broadway Bl,0,0
2204030003,2022-04-02,2022,Apr,Saturday,2200,Vehicle / Vehicle,"Sideswipe, Same Direction",Unknown Injury,East,2,Avenida Regulo / Mann Av / Golf Links Rd,0,1
2204020053,2022-04-02,2022,Apr,Saturday,0900,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,South,5,Duvall Vista / Kino Pw / Tucson Marketplace Bl,0,0
2204020060,2022-04-02,2022,Apr,Saturday,1000,Vehicle / Vehicle,Left Turn,No Injury,Midtown,6,5th St / Swan Rd,0,0
2204020062,2022-04-02,2022,Apr,Saturday,1000,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,South,5,Nogales Hy / Drexel Rd,1,0
2204020172,2022-04-02,2022,Apr,Saturday,2200,Vehicle / Vehicle,Left Turn,Possible Injury,South,5,Drexel Rd / Park Av,0,0
2204020145,2022-04-02,2022,Apr,Saturday,1900,Vehicle / Vehicle,Head-On (Front To Front),Incapacitating Injury,East,4,Golf Links Rd / Lakeside Pw,0,1
2204030029,2022-04-03,2022,Apr,Sunday,0300,Vehicle / Vehicle,Head-On (Front To Front),Unknown Injury,East,4,Rose Dr E,0,0
2204030019,2022-04-03,2022,Apr,Sunday,0200,Single Vehicle,Single Vehicle,Non-Incapacitating Injury,Midtown,6,Elm St E,0,1
2204030149,2022-04-03,2022,Apr,Sunday,2100,Vehicle / Vehicle,Left Turn,Possible Injury,South,1,Irvington Rd / Landing Center Dr,1,1
2204030065,2022-04-03,2022,Apr,Sunday,1000,Vehicle / Vehicle,Left Turn,No Injury,West,3,Grant Rd / Oracle Rd,0,0
2204030114,2022-04-03,2022,Apr,Sunday,1500,Vehicle / Vehicle,Left Turn,No Injury,Midtown,6,Country Club Rd / Elm St / Pima St,0,0
2204030129,2022-04-03,2022,Apr,Sunday,1700,Single Vehicle,Single Vehicle,No Injury,South,5,Bilby Rd / 12th Av / Santa Rosa St,1,1
2204030162,2022-04-03,2022,Apr,Sunday,2100,Vehicle / Vehicle,"Sideswipe, Same Direction",No Injury,East,2,22nd St / Wilmot Rd,0,0
2204030034,2022-04-03,2022,Apr,Sunday,0500,Vehicle / Vehicle,Angle (Front To Side),No Injury,Midtown,3,Grant Rd / Alvernon Wy,0,0
2204030102,2022-04-03,2022,Apr,Sunday,1500,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,South,1,Ajo Hy / Ajo Wy / Opha Rd / La Cholla Bl,0,0
2204030024,2022-04-03,2022,Apr,Sunday,0300,Vehicle / Vehicle,Angle (Front To Side),Unknown Injury,West,6,3rd Av,1,0
2204030066,2022-04-03,2022,Apr,Sunday,1000,Vehicle / Motorcycle,Left Turn,Non-Incapacitating Injury,West,1,Speedway Bl / I10 Frontage Rd / Freeway,0,0
2204030158,2022-04-03,2022,Apr,Sunday,2100,Vehicle / Pedestrian,Unknown,Non-Incapacitating Injury,Midtown,6,Grant Rd / Columbus Bl,1,0
2204030026,2022-04-03,2022,Apr,Sunday,0400,Vehicle / Vehicle,Unknown,Possible Injury,East,-,Kolb Rd,0,0
2204040007,2022-04-04,2022,Apr,Monday,0000,Vehicle / Vehicle,Head-On (Front To Front),Non-Incapacitating Injury,West,3,Glenn St / 1st Av,0,1
2204040088,2022-04-04,2022,Apr,Monday,1000,Vehicle / Vehicle,Angle (Front To Side),Unknown Injury,Midtown,6,Grant Rd / Palo Verde Bl / Palo Verde Av,0,0
2204040115,2022-04-04,2022,Apr,Monday,1200,Single Motorcycle,Single Vehicle,Possible Injury,Midtown,6,5th St / Swan Rd,0,0
2204040135,2022-04-04,2022,Apr,Monday,1300,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,West,3,Stone Lp / River Rd / Stone Av,0,0
2204040164,2022-04-04,2022,Apr,Monday,1500,Vehicle / Pedestrian,Unknown,Non-Incapacitating Injury,East,4,Golf Links Rd / Harrison Rd,0,0
2204040114,2022-04-04,2022,Apr,Monday,1200,Single Vehicle,Single Vehicle,No Injury,West,3,River Rd / 1st Av,0,0
2204040215,2022-04-04,2022,Apr,Monday,1900,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,East,6,Craycroft Rd / Speedway Bl,0,0
2204040222,2022-04-04,2022,Apr,Monday,2100,Vehicle / Vehicle,Unknown,No Injury,East,2,Grant Rd / Tanque Verde Rd / Kolb Rd,0,0
2204040231,2022-04-04,2022,Apr,Monday,2200,Single Vehicle,Single Vehicle,Unknown Injury,South,1,Ajo Hy / Ajo Wy / Opha Rd / La Cholla Bl,1,0
2204040047,2022-04-04,2022,Apr,Monday,0800,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,West,3,Miracle Mile / Fairview Av,0,0
2204040112,2022-04-04,2022,Apr,Monday,1100,Vehicle / Vehicle,Rear-End (Front To Back),Unknown Injury,Midtown,3,River Rd,0,0
2204040036,2022-04-04,2022,Apr,Monday,0700,Vehicle / Vehicle,Angle (Front To Side),No Injury,West,3,Oracle Rd / Auto Mall Dr,1,0
2204040196,2022-04-04,2022,Apr,Monday,1700,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,West,1,Congress St / Church Av,0,0
2204040145,2022-04-04,2022,Apr,Monday,1400,Vehicle / Vehicle,Rear-End (Front To Back),Possible Injury,Midtown,6,Grant Rd / Margaret Av,1,0
2204040033,2022-04-04,2022,Apr,Monday,0600,Vehicle / Vehicle,Angle (Front To Side),No Injury,South,5,Campbell Av / Bilby Rd,0,1
2204040175,2022-04-04,2022,Apr,Monday,1500,Single Vehicle,Single Vehicle,Unknown Injury,Midtown,3,Prince Rd / Country Club Rd,1,0
2204040040,2022-04-04,2022,Apr,Monday,0700,Vehicle / Vehicle,Single Vehicle,Possible Injury,South,-,Irvington Rd / I19 Frontage Rd,0,0
2204050120,2022-04-05,2022,Apr,Tuesday,1100,Vehicle / Vehicle,Angle (Front To Side),Non-Incapacitating Injury,South,1,12th Av / Irvington Rd,0,0
2204050227,2022-04-05,2022,Apr,Tuesday,2000,Vehicle / Vehicle,Left Turn,Incapacitating Injury,South,5,Valencia Rd / Tucson Bl,0,0
2204050243,2022-04-05,2022,Apr,Tuesday,2200,Single Motorcycle,Single Vehicle,Unknown Injury,East,4,38th St / Kolb Rd,1,0
2204050081,2022-04-05,2022,Apr,Tuesday,0900,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,Midtown,3,Campbell Av / Allen Rd,0,0
2204050143,2022-04-05,2022,Apr,Tuesday,1300,Vehicle / Vehicle,Rear-End (Front To Back),Possible Injury,East,2,Tanque Verde Rd / Avenida Valiente,0,0
2204050140,2022-04-05,2022,Apr,Tuesday,1200,Vehicle / Vehicle,Rear-End (Front To Back),Unknown Injury,East,2,22nd St / Kolb Rd,1,0
2204050189,2022-04-05,2022,Apr,Tuesday,1500,Vehicle / Vehicle,Angle (Front To Side),No Injury,East,4,Golf Links Rd / Pantano Pw,0,0
2204050195,2022-04-05,2022,Apr,Tuesday,1600,Vehicle / Motorcycle,Angle (Front To Side),Incapacitating Injury,South,5,Apache Park Pl E,0,0
2204050215,2022-04-05,2022,Apr,Tuesday,1800,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,East,2,Kolb Rd / Speedway Bl,0,0
2204050138,2022-04-05,2022,Apr,Tuesday,1300,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,West,3,Flowing Wells Rd / Grant Rd,0,0
2204050226,2022-04-05,2022,Apr,Tuesday,1900,Single Vehicle,Single Vehicle,Non-Incapacitating Injury,Midtown,6,Dodge Bl N,1,0
2204050249,2022-04-05,2022,Apr,Tuesday,1700,Vehicle / Vehicle,Angle (Front To Side),No Injury,Midtown,3,Alvernon Wy / Fort Lowell Rd,0,0
2204050025,2022-04-05,2022,Apr,Tuesday,0500,Vehicle / Vehicle,Angle (Front To Side),No Injury,South,1,42nd St,0,0
2204050203,2022-04-05,2022,Apr,Tuesday,1700,Vehicle / Vehicle,Left Turn,Incapacitating Injury,West,3,River Rd / 1st Av,1,0
2204050127,2022-04-05,2022,Apr,Tuesday,1200,Vehicle / Vehicle,"Sideswipe, Same Direction",No Injury,West,6,Congress St / Arizona Av,0,0
2204050179,2022-04-05,2022,Apr,Tuesday,1500,Vehicle / Vehicle,Angle (Front To Side),Unknown Injury,West,3,Mountain Av / Prince Rd,1,0
2204060040,2022-04-06,2022,Apr,Wednesday,0700,Vehicle / Vehicle,Angle (Front To Side),Possible Injury,West,5,Kino Pw / 14th St,0,0
2204060012,2022-04-06,2022,Apr,Wednesday,0200,Single Vehicle,Single Vehicle,No Injury,West,3,Main Av / Mabel St,1,1
2204060219,2022-04-06,2022,Apr,Wednesday,2100,Vehicle / Vehicle,Left Turn,Unknown Injury,West,1,Congress St / Granada Av,1,0
2204060158,2022-04-06,2022,Apr,Wednesday,1500,Vehicle / Vehicle,Rear-End (Front To Back),Possible Injury,West,3,Iroquois Av / Prince Rd,0,0
2204060196,2022-04-06,2022,Apr,Wednesday,1800,Vehicle / Vehicle,"Sideswipe, Same Direction",No Injury,West,6,Main Av / Cushing St,0,0
2204060037,2022-04-06,2022,Apr,Wednesday,0700,Vehicle / Vehicle,Angle (Front To Side),Non-Incapacitating Injury,East,4,Pantano Rd / Golf Links Rd,1,0
2204060053,2022-04-06,2022,Apr,Wednesday,0900,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,Midtown,6,Grant Rd / Venice Pl,0,0
2204060118,2022-04-06,2022,Apr,Wednesday,1300,Vehicle / Vehicle,"Sideswipe, Same Direction",No Injury,Midtown,4,Craycroft Rd / Golf Links Rd,0,0
2204060138,2022-04-06,2022,Apr,Wednesday,1400,Vehicle / Vehicle,Left Turn,Possible Injury,South,1,Nogales Hy / Valencia Rd,1,0
2204060194,2022-04-06,2022,Apr,Wednesday,1700,Vehicle / Vehicle,Angle (Front To Side),Possible Injury,East,6,Wilmot Rd / Park Place Dr,1,0
2204060110,2022-04-06,2022,Apr,Wednesday,1100,Vehicle / Vehicle,Angle (Front To Side),No Injury,Midtown,6,Grant Rd / Columbus Bl,0,0
2204060137,2022-04-06,2022,Apr,Wednesday,1400,Vehicle / Vehicle,Angle (Front To Side),Unknown Injury,Midtown,6,Rosemont Bl N,0,0
2204060161,2022-04-06,2022,Apr,Wednesday,1600,Vehicle / Vehicle,Angle (Front To Side),No Injury,East,2,Jessica Av / Broadway Bl,1,0
2204060184,2022-04-06,2022,Apr,Wednesday,1600,Vehicle / Vehicle,Left Turn,No Injury,Midtown,3,Grant Rd / Country Club Rd,0,0
2204060193,2022-04-06,2022,Apr,Wednesday,1800,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,East,2,Constitution Dr / Speedway Bl,0,0
2204060215,2022-04-06,2022,Apr,Wednesday,2000,Vehicle / Vehicle,Angle (Front To Side),Unknown Injury,South,1,Irvington Rd / Landing Center Dr,1,0
2204060120,2022-04-06,2022,Apr,Wednesday,1300,Vehicle / Vehicle,Angle (Front To Side),Unknown Injury,South,1,12th Av,1,0
2204060041,2022-04-06,2022,Apr,Wednesday,0800,Single Vehicle,Single Vehicle,No Injury,East,-,22nd St / Wilmot Rd,0,0
2204070222,2022-04-07,2022,Apr,Thursday,1800,Vehicle / Vehicle,Left Turn,No Injury,West,3,Oracle Rd / Prince Rd,0,0
2204070191,2022-04-07,2022,Apr,Thursday,1700,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,East,4,Pantano Rd / Escalante Rd,1,0
2204070262,2022-04-07,2022,Apr,Thursday,1900,Vehicle / Vehicle,Rear-End (Front To Back),Unknown Injury,East,4,Gray Hawk Dr E,1,0
2204070266,2022-04-07,2022,Apr,Thursday,2200,Vehicle / Vehicle,Angle (Front To Side),No Injury,Midtown,5,Alvernon Wy / 22nd St,0,0
2204070177,2022-04-07,2022,Apr,Thursday,1500,Vehicle / Vehicle,Rear-End (Front To Back),Non-Incapacitating Injury,Midtown,6,Speedway Bl / Richey Bl,0,0
2204070211,2022-04-07,2022,Apr,Thursday,1800,Vehicle / Motorcycle,Angle (Front To Side),Incapacitating Injury,Midtown,6,Columbus Bl / Speedway Bl,1,0
2204070083,2022-04-07,2022,Apr,Thursday,0900,Vehicle / Vehicle,Left Turn,No Injury,South,1,Starr Pass Bl / Farmington Rd,0,0
2204070200,2022-04-07,2022,Apr,Thursday,1700,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,West,6,Broadway Bl / Euclid Av,0,0
2204070166,2022-04-07,2022,Apr,Thursday,1500,Vehicle / Vehicle,Angle (Front To Side),Unknown Injury,South,5,Ajo Wy / Kino Ajo Connection Ramp / I10 Wb Exit 263 Off Ramp / I10 Wb Exit 263 On Ramp,1,0
2204070250,2022-04-07,2022,Apr,Thursday,2000,Vehicle / Vehicle,Angle (Front To Side),Non-Incapacitating Injury,South,5,Alvernon Wy / Drexel Rd,0,0
2204070053,2022-04-07,2022,Apr,Thursday,0800,Vehicle / Vehicle,Angle (Front To Side),No Injury,Midtown,6,E 10th St,0,0
2204070114,2022-04-07,2022,Apr,Thursday,1000,Vehicle / Vehicle,Angle (Front To Side),No Injury,Midtown,2,Swan Rd / Glenn St,0,0
2204070128,2022-04-07,2022,Apr,Thursday,1100,Single Vehicle,Single Vehicle,No Injury,East,2,Wilmot Rd / Tanque Verde Rd / Pima St,1,1
2204070201,2022-04-07,2022,Apr,Thursday,1700,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,South,1,Midvale Park Rd / Valencia Rd,0,0
2204070020,2022-04-07,2022,Apr,Thursday,0200,Vehicle / Vehicle,Angle (Front To Side),Unknown Injury,East,2,Kolb Rd / Speedway Bl,1,0
2204070102,2022-04-07,2022,Apr,Thursday,1000,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,West,3,Miracle Mile / Flowing Wells Rd,0,0
2204070051,2022-04-07,2022,Apr,Thursday,0800,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,South,1,12th Av / Lincoln St,1,0
2204070104,2022-04-07,2022,Apr,Thursday,1000,Vehicle / Vehicle,Angle (Front To Side),Non-Incapacitating Injury,South,5,Park Av / Irvington Rd,1,0
2204070167,2022-04-07,2022,Apr,Thursday,1500,Vehicle / Pedestrian,Single Vehicle,Non-Incapacitating Injury,East,-,Golf Links Rd,0,0
2204080204,2022-04-08,2022,Apr,Friday,2000,Vehicle / Pedestrian,Unknown,Fatal Injury,Midtown,3,Blacklidge Dr / Alvernon Wy,0,0
2204080174,2022-04-08,2022,Apr,Friday,1700,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,West,3,Cherry Av / Grant Rd,1,0
2204080175,2022-04-08,2022,Apr,Friday,1700,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,Midtown,4,Craycroft Rd / Golf Links Rd,1,0
2204080025,2022-04-08,2022,Apr,Friday,0200,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,South,1,11th Av,0,0
2204080115,2022-04-08,2022,Apr,Friday,1200,Vehicle / Vehicle,Angle (Front To Side),Non-Incapacitating Injury,West,3,Limberlost Dr / 1st Av,0,0
2204080160,2022-04-08,2022,Apr,Friday,1600,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,West,3,River Rd / Shannon Rd,1,0
2204080162,2022-04-08,2022,Apr,Friday,1600,Vehicle / Vehicle,Left Turn,No Injury,West,3,Limberlost Dr / Stone Av,0,0
2204080198,2022-04-08,2022,Apr,Friday,2000,Vehicle / Vehicle,Left Turn,No Injury,East,6,Eli St / Eli Dr / Wilmot Rd,0,0
2204080047,2022-04-08,2022,Apr,Friday,0700,Vehicle / Vehicle,Unknown,Possible Injury,East,4,Prudence Rd S,0,0
2204080061,2022-04-08,2022,Apr,Friday,0700,Vehicle / Vehicle,Angle (Front To Side),Possible Injury,Midtown,6,Beverly Av / Pima St,0,0
2204080083,2022-04-08,2022,Apr,Friday,1000,Vehicle / Vehicle,Left Turn,No Injury,West,3,Oracle Rd / Prince Rd,0,0
